peak,chr,start,end,summit,category,location
peak_90851,22,5107783,5107955,5107878,Group 1,Active enhancer
peak_90855,22,5118240,5118404,5118301,Other,Promoter
peak_90857,22,5135137,5135258,5135176,Other,Promoter
peak_90863,22,5171389,5171608,5171510,Other,Promoter
peak_90866,22,5175158,5175278,5175229,Other,Other region
peak_90869,22,5227694,5227813,5227740,Other,Other region
peak_90874a,22,5251696,5252047,5251761,Other,Promoter
peak_90875,22,5252197,5252265,5252234,Other,Promoter
peak_90879,22,5274902,5275001,5274939,Other,Active enhancer
peak_90882,22,5315659,5315832,5315768,Other,Active enhancer
peak_90883,22,5320132,5320240,5320182,Other,Active enhancer
peak_90887,22,5331257,5331407,5331316,Other,Promoter
peak_90888,22,5331652,5331857,5331768,Other,Promoter
peak_90893,22,5344569,5344680,5344612,Group 1,Active enhancer
peak_90898,22,5379262,5379415,5379335,Group 2,Other region
peak_90899,22,5383139,5383356,5383228,Group 1,Other region
peak_90907,22,5440573,5440679,5440609,Other,Other region
peak_90908a,22,5441340,5441536,5441426,Other,Promoter
peak_90916,22,5543569,5543720,5543637,Other,Other region
peak_90920,22,5574956,5575078,5575011,Other,Promoter
peak_90922,22,5589108,5589319,5589210,Other,Other region
peak_90927,22,5625694,5625987,5625939,Other,Active enhancer
peak_90928,22,5628497,5628629,5628544,Other,Other region
peak_90930,22,5630937,5631104,5630998,Other,Active enhancer
peak_90934a,22,5654731,5654972,5654812,Other,Active enhancer
peak_90936,22,5663535,5663706,5663622,Other,Promoter
peak_90937,22,5667924,5668038,5667989,Other,Other region
peak_90943,22,5682475,5682661,5682559,Other,Promoter
peak_90945,22,5708033,5708321,5708133,Group 1,Active enhancer
peak_90948b,22,5710439,5710654,5710618,Group 1,Active enhancer
peak_90949,22,5713774,5714062,5713928,Other,Promoter
peak_90950,22,5718176,5718286,5718216,Other,Other region
peak_90951,22,5724134,5724320,5724227,Other,Promoter
peak_90963,22,5821495,5821640,5821556,Other,Promoter
peak_90964,22,5821740,5821884,5821809,Other,Promoter
peak_90973,22,5866363,5866462,5866406,Other,Other region
peak_90974,22,5876898,5877021,5876958,Other,Other region
peak_90980,22,5917577,5917656,5917611,Group 1,Other region
peak_90981,22,5917758,5917936,5917826,Group 1,Active enhancer
peak_90982,22,5918547,5918706,5918662,Other,Promoter
peak_90985,22,5934076,5934206,5934109,Other,Promoter
peak_90986,22,5934376,5934478,5934411,Other,Promoter
peak_90987,22,5936906,5937074,5936999,Group 1,Active enhancer
peak_90989,22,5943268,5943411,5943295,Group 1,Other region
peak_90990,22,5954498,5954653,5954602,Group 1,Other region
peak_90994b,22,5964486,5964802,5964604,Group 1,Active enhancer
peak_90998,22,5991624,5991743,5991673,Other,Other region
peak_90999,22,5997164,5997266,5997215,Other,Other region
peak_91004,22,6066849,6067057,6066971,Group 1,Promoter
peak_91005,22,6068144,6068292,6068224,Group 1,Other region
peak_91009,22,6081163,6081292,6081234,Other,Active enhancer
peak_91011,22,6082421,6082547,6082491,Group 1,Promoter
peak_91012,22,6082605,6082752,6082693,Group 2,Promoter
peak_91019,22,6167830,6168028,6167951,Group 2,Active enhancer
peak_91021b,22,6173339,6173671,6173592,Group 2,Other region
peak_91023,22,6182493,6182637,6182543,Other,Other region
peak_91025,22,6213185,6213316,6213229,Group 1,Active enhancer
peak_91040,22,6333382,6333514,6333454,Other,Other region
peak_91043,22,6378889,6379048,6378985,Other,Other region
peak_91046,22,6419012,6419134,6419074,Other,Other region
peak_91048,22,6446219,6446315,6446271,Other,Promoter
peak_91049,22,6449433,6449592,6449523,Group 1,Active enhancer
peak_91055,22,6525903,6526018,6525958,Other,Other region
peak_91056,22,6562596,6562824,6562711,Group 1,Promoter
peak_91067,22,6799977,6800233,6800092,Group 1,Active enhancer
peak_91080a,22,6998105,6998377,6998156,Group 2,Active enhancer
peak_91081,22,7000491,7000784,7000598,Group 2,Active enhancer
peak_91084a,22,7006836,7007028,7006892,Other,Promoter
peak_91089,22,7024730,7024881,7024792,Group 2,Promoter
peak_91090,22,7025281,7025518,7025399,Other,Promoter
peak_91096,22,7045020,7045145,7045086,Other,Other region
peak_91101a,22,7093832,7094096,7093907,Group 2,Active enhancer
peak_91109,22,7159250,7159396,7159342,Group 1,Other region
peak_91112a,22,7175819,7176065,7175897,Other,Other region
peak_91120,22,7298477,7298681,7298565,Group 1,Other region
peak_91129,22,7362965,7363078,7363022,Other,Active enhancer
peak_91133a,22,7400113,7400428,7400169,Other,Promoter
peak_91135,22,7401207,7401397,7401291,Other,Promoter
peak_91138a,22,7442329,7442617,7442422,Upregulated,Promoter
peak_91164a,22,7795488,7795728,7795552,Group 1,Active enhancer
peak_91165,22,7802502,7802732,7802633,Group 1,Active enhancer
peak_91167,22,7809371,7809482,7809443,Other,Promoter
peak_91168,22,7809705,7809806,7809745,Other,Promoter
peak_91169b,22,7809947,7810128,7810079,Other,Promoter
peak_91174,22,7882004,7882144,7882085,Other,Other region
peak_91176,22,7891475,7891706,7891573,Other,Active enhancer
peak_91184,22,8009384,8009535,8009447,Other,Active enhancer
peak_91185,22,8012484,8012629,8012550,Other,Promoter
peak_91186,22,8013215,8013400,8013297,Other,Active enhancer
peak_91218,22,8307279,8307467,8307377,Other,Promoter
peak_91219a,22,8307892,8308177,8307920,Other,Active enhancer
peak_91220,22,8315755,8315877,8315813,Other,Active enhancer
peak_91221,22,8316023,8316152,8316094,Other,Active enhancer
peak_91224,22,8339113,8339253,8339170,Other,Active enhancer
peak_91226,22,8364676,8364771,8364714,Other,Active enhancer
peak_91228,22,8365295,8365490,8365395,Group 2,Promoter
peak_91233,22,8409105,8409225,8409150,Other,Other region
peak_91237,22,8509186,8509306,8509244,Other,Promoter
peak_91242b,22,8560193,8560395,8560336,Other,Other region
peak_91246,22,8644573,8644650,8644608,Other,Active enhancer
peak_91255,22,8795737,8796040,8795903,Group 1,Active enhancer
peak_91256,22,8797215,8797454,8797320,Other,Promoter
peak_91257,22,8798417,8798533,8798479,Other,Active enhancer
peak_91276,22,8964386,8964498,8964445,Group 1,Active enhancer
peak_91277,22,8964657,8964926,8964747,Group 1,Active enhancer
peak_91281b,22,8998286,8998583,8998471,Other,Active enhancer
peak_91282,22,8998862,8998951,8998909,Other,Active enhancer
peak_91283,22,9001300,9001447,9001395,Other,Active enhancer
peak_91286,22,9060288,9060388,9060345,Other,Promoter
peak_91298,22,9322107,9322289,9322198,Group 1,Active enhancer
peak_91300,22,9323014,9323207,9323068,Group 2,Active enhancer
peak_91301,22,9325942,9326124,9326031,Group 1,Active enhancer
peak_91311,22,9523319,9523396,9523365,Other,Promoter
peak_91312,22,9523459,9523550,9523499,Other,Promoter
peak_91317,22,9537156,9537281,9537203,Other,Other region
peak_91321,22,9748660,9748833,9748737,Other,Other region
peak_91322,22,9768143,9768251,9768194,Other,Other region
peak_91324,22,9775088,9775204,9775160,Other,Other region
peak_91328,22,9820143,9820260,9820210,Other,Active enhancer
peak_91329,22,9839208,9839302,9839252,Group 2,Promoter
peak_91330,22,9845336,9845520,9845409,Other,Active enhancer
peak_91332,22,9862096,9862243,9862188,Other,Promoter
peak_91336,22,9896168,9896274,9896239,Other,Promoter
peak_91337,22,9901758,9901926,9901809,Other,Promoter
peak_91338,22,9909307,9909389,9909344,Other,Active enhancer
peak_91340,22,9916304,9916474,9916409,Other,Active enhancer
peak_91341,22,9917363,9917520,9917454,Other,Promoter
peak_91342,22,9918812,9918953,9918882,Other,Promoter
peak_91343,22,9919773,9919987,9919912,Group 2,Active enhancer
peak_91346,22,9930042,9930196,9930125,Other,Promoter
peak_91347,22,9934823,9934905,9934864,Other,Promoter
peak_91348,22,9936458,9936616,9936556,Other,Active enhancer
peak_91359,22,10024531,10024667,10024625,Other,Active enhancer
peak_91361b,22,10033460,10033716,10033592,Group 1,Active enhancer
peak_91362,22,10035183,10035397,10035319,Group 2,Active enhancer
peak_91363b,22,10035984,10036286,10036173,Group 1,Active enhancer
peak_91364,22,10043554,10043666,10043596,Other,Active enhancer
peak_91369,22,10090048,10090283,10090123,Other,Promoter
peak_91376,22,10129627,10129853,10129704,Other,Promoter
peak_91379,22,10158416,10158539,10158480,Other,Promoter
peak_91380a,22,10166166,10166557,10166243,Other,Promoter
peak_91381,22,10201710,10201896,10201800,Other,Promoter
peak_91382,22,10214713,10214879,10214807,Other,Promoter
peak_91387,22,10232484,10232619,10232535,Other,Promoter
peak_91390b,22,10240307,10240612,10240532,Group 1,Active enhancer
peak_91393,22,10274328,10274604,10274459,Other,Active enhancer
peak_91397,22,10335368,10335545,10335445,Group 1,Active enhancer
peak_91399,22,10380123,10380285,10380178,Group 1,Other region
peak_91401,22,10401693,10401896,10401785,Other,Active enhancer
peak_91404,22,10405420,10405550,10405491,Other,Active enhancer
peak_91405a,22,10410746,10411072,10410791,Group 2,Active enhancer
peak_91407,22,10416523,10416650,10416583,Upregulated,Active enhancer
peak_91409,22,10428100,10428208,10428148,Other,Other region
peak_91415,22,10539122,10539343,10539215,Other,Promoter
peak_91417,22,10541680,10541819,10541741,Other,Promoter
peak_91418,22,10543162,10543337,10543273,Other,Promoter
peak_91419,22,10553697,10553833,10553770,Other,Promoter
peak_91422b,22,10570472,10570798,10570746,Other,Promoter
peak_91423,22,10571550,10571732,10571682,Group 1,Active enhancer
peak_91424,22,10591776,10591884,10591845,Other,Promoter
peak_91426,22,10597628,10597739,10597691,Other,Other region
peak_91427,22,10599171,10599279,10599209,Other,Other region
peak_91429,22,10604460,10604610,10604532,Other,Promoter
peak_91431,22,10606901,10607062,10607016,Other,Promoter
peak_91435,22,10627888,10628090,10627970,Other,Other region
peak_91438,22,10641619,10641725,10641670,Other,Promoter
peak_91439,22,10644996,10645172,10645084,Other,Promoter
peak_91442,22,10651620,10651784,10651677,Other,Promoter
peak_91449,22,10663172,10663264,10663219,Other,Other region
peak_91451,22,10667789,10667923,10667834,Other,Promoter
peak_91453,22,10675528,10675686,10675598,Group 1,Promoter
peak_91455,22,10676474,10676582,10676519,Other,Promoter
peak_91456,22,10676719,10676838,10676774,Other,Promoter
peak_91457,22,10684874,10685048,10684959,Group 1,Active enhancer
peak_91458,22,10685553,10685659,10685600,Group 1,Active enhancer
peak_91459,22,10698278,10698388,10698341,Other,Promoter
peak_91461,22,10699009,10699256,10699085,Other,Promoter
peak_91462,22,10713632,10713764,10713689,Other,Promoter
peak_91463,22,10733366,10733516,10733435,Other,Other region
peak_91464b,22,10741977,10742198,10742121,Other,Active enhancer
peak_91465,22,10752478,10752599,10752544,Other,Promoter
peak_91466,22,10757698,10757837,10757754,Other,Promoter
peak_91468,22,10774646,10774779,10774718,Other,Promoter
peak_91469,22,10781791,10782053,10781890,Other,Promoter
peak_91477,22,10891016,10891140,10891071,Other,Promoter
peak_91483,22,10932770,10932901,10932847,Other,Other region
peak_91484,22,10934321,10934440,10934366,Other,Other region
peak_91487,22,10957831,10958206,10957987,Other,Active enhancer
peak_91492,22,11052541,11052757,11052668,Other,Active enhancer
peak_91494,22,11053971,11054109,11054035,Other,Promoter
peak_91495,22,11054183,11054369,11054295,Other,Promoter
peak_91497,22,11078987,11079111,11079041,Other,Promoter
peak_91500,22,11089134,11089320,11089193,Other,Active enhancer
peak_91502,22,11136656,11136760,11136708,Other,Promoter
peak_91504b,22,11140222,11140452,11140391,Other,Active enhancer
peak_91505,22,11141481,11141761,11141634,Other,Active enhancer
peak_91506,22,11142556,11142774,11142671,Other,Active enhancer
peak_91507,22,11143844,11144100,11143944,Other,Promoter
peak_91508,22,11145997,11146183,11146114,Group 1,Active enhancer
peak_91509,22,11147387,11147526,11147461,Other,Other region
peak_91510,22,11150352,11150489,11150402,Other,Other region
peak_91512,22,11152393,11152685,11152623,Other,Active enhancer
peak_91514,22,11158218,11158382,11158336,Other,Other region
peak_91517,22,11168000,11168154,11168073,Other,Active enhancer
peak_91519,22,11173898,11174049,11173946,Other,Other region
peak_91522,22,11181817,11182071,11182004,Other,Active enhancer
peak_91523b,22,11182151,11182594,11182317,Other,Active enhancer
peak_91524,22,11182854,11182936,11182895,Other,Active enhancer
peak_91526c,22,11195461,11195951,11195837,Other,Active enhancer
peak_91527,22,11202026,11202153,11202089,Other,Other region
peak_91533a,22,11262837,11263328,11262948,Group 1,Other region
peak_91540a,22,11292098,11292461,11292211,Other,Active enhancer
peak_91541,22,11307397,11307699,11307505,Other,Other region
peak_91543,22,11345159,11345449,11345315,Group 1,Active enhancer
peak_91545a,22,11368420,11368913,11368520,Other,Active enhancer
peak_91546c,22,11374344,11374791,11374722,Other,Active enhancer
peak_91548,22,11376538,11376731,11376589,Other,Other region
peak_91552,22,11411515,11411701,11411605,Group 2,Active enhancer
peak_91554,22,11421930,11422063,11421997,Other,Active enhancer
peak_91555,22,11422803,11423203,11422999,Group 2,Active enhancer
peak_91557,22,11425712,11425792,11425758,Other,Active enhancer
peak_91561,22,11438561,11438827,11438697,Other,Promoter
peak_91565,22,11457325,11457445,11457392,Other,Other region
peak_91570,22,11474003,11474199,11474090,Group 2,Active enhancer
peak_91573,22,11493153,11493418,11493279,Other,Promoter
peak_91574,22,11497026,11497136,11497091,Other,Other region
peak_91575,22,11498357,11498476,11498430,Group 2,Other region
peak_91576,22,11500160,11500300,11500221,Other,Other region
peak_91579,22,11520311,11520481,11520401,Other,Promoter
peak_91583,22,11535305,11535481,11535421,Other,Promoter
peak_91584a,22,11536642,11536961,11536743,Other,Active enhancer
peak_91586,22,11552917,11553057,11552966,Group 1,Active enhancer
peak_91588,22,11577677,11577807,11577763,Other,Other region
peak_91591,22,11586299,11586503,11586369,Other,Active enhancer
peak_91592,22,11594276,11594424,11594358,Other,Promoter
peak_91593,22,11594830,11594942,11594890,Other,Promoter
peak_91596,22,11614688,11614807,11614739,Other,Promoter
peak_91597,22,11614874,11615067,11614987,Upregulated,Promoter
peak_91603,22,11654001,11654174,11654095,Group 1,Other region
peak_91604,22,11661061,11661198,11661118,Other,Active enhancer
peak_91605,22,11661681,11661808,11661721,Other,Promoter
peak_91606,22,11672968,11673096,11673020,Other,Active enhancer
peak_91617b,22,11756107,11756441,11756303,Other,Promoter
peak_91618,22,11763116,11763289,11763195,Group 1,Other region
peak_91619b,22,11775207,11775609,11775484,Other,Promoter
peak_91620,22,11781548,11781658,11781592,Other,Other region
peak_91625a,22,11828931,11829288,11829017,Other,Promoter
peak_91628,22,11847259,11847493,11847398,Other,Active enhancer
peak_91629,22,11849753,11849844,11849789,Other,Other region
peak_91632,22,11857548,11857665,11857608,Other,Promoter
peak_91636,22,11867698,11867819,11867746,Other,Promoter
peak_91638,22,11875929,11876025,11875987,Other,Active enhancer
peak_91641,22,11884569,11884735,11884658,Other,Active enhancer
peak_91646a,22,11955726,11955941,11955769,Other,Promoter
peak_91649,22,11972661,11972845,11972747,Other,Promoter
peak_91651,22,11982441,11982679,11982561,Other,Other region
peak_91652c,22,11988167,11988690,11988569,Upregulated,Other region
peak_91654,22,11990242,11990401,11990330,Upregulated,Other region
peak_91656,22,11995512,11995666,11995621,Group 1,Active enhancer
peak_91657,22,12000525,12000667,12000623,Other,Other region
peak_91664,22,12073510,12073710,12073586,Group 2,Other region
peak_91665,22,12079828,12079936,12079880,Other,Active enhancer
peak_91672c,22,12160014,12160354,12160270,Other,Promoter
peak_91673,22,12162380,12162638,12162479,Other,Promoter
peak_91682a,22,12197407,12197750,12197523,Other,Active enhancer
peak_91687,22,12250199,12250415,12250325,Group 2,Other region
peak_91689,22,12266091,12266236,12266155,Group 1,Other region
peak_91692,22,12312004,12312231,12312187,Group 1,Active enhancer
peak_91696,22,12337689,12337831,12337771,Other,Promoter
